aiohttp,140878,6.39,6.96,7.89,6.85,0,9287,0
baize,268347,2.99,3.36,5.79,3.70,0,5806,0
blacksheep,334256,2.37,2.54,4.70,19.89,0,0,0
django,20383,45.14,50.71,64.04,47.77,0,5335,0
fastapi,160013,5.07,5.38,9.90,6.34,0,2098,0
starlette,249508,3.29,3.46,6.39,3.97,0,899,0
tornado,64495,14.53,15.10,15.88,14.96,0,0,0
django_sync,33416,23.82,25.51,28.06,26.49,0,2352,0
flask_sync,33446,20.49,22.10,26.23,21.83,0,4113,0
