aiohttp,47193,19.52,20.66,22.24,20.35,0,0,0
baize,51642,18.06,20.70,23.69,18.64,0,0,0
blacksheep,99135,8.21,8.98,15.94,10.13,0,0,0
django,14475,63.35,72.77,91.94,66.23,0,0,0
fastapi,20954,39.70,41.42,50.46,44.86,20954,20954,0
starlette,41506,20.02,22.18,38.20,23.17,0,0,0
tornado,43540,21.69,22.31,23.55,22.06,0,0,0
django_sync,2491,41.48,54.68,73.33,44.92,0,14436,0
flask_sync,32710,29.02,30.07,30.76,29.29,32710,0,0
